neighbourhood_group,neighbourhood,price,room_type
Bronx,Kingsbridge,42,Private room
Brooklyn,Bedford-Stuyvesant,180,Entire home/apt
Manhattan,Chelsea,226,Entire home/apt
Brooklyn,Crown Heights,85,Private room
Manhattan,Gramercy,135,Entire home/apt
Queens,Elmhurst,79,Entire home/apt
Manhattan,Lower East Side,154,Entire home/apt
Brooklyn,Greenpoint,199,Entire home/apt
Manhattan,West Village,700,Entire home/apt
Manhattan,West Village,246,Entire home/apt
Manhattan,Washington Heights,125,Private room
Brooklyn,Bedford-Stuyvesant,100,Private room
Brooklyn,Williamsburg,295,Entire home/apt
Brooklyn,Crown Heights,150,Private room
Manhattan,Chinatown,119,Entire home/apt
Manhattan,Harlem,125,Private room
Manhattan,Harlem,400,Entire home/apt
Manhattan,Greenwich Village,850,Entire home/apt
Brooklyn,Williamsburg,129,Private room
Manhattan,Upper West Side,140,Private room
Manhattan,Chinatown,115,Private room
Manhattan,East Harlem,200,Entire home/apt
Brooklyn,Sunset Park,96,Entire home/apt
Brooklyn,Greenpoint,199,Entire home/apt
Brooklyn,Greenpoint,199,Entire home/apt
Brooklyn,Greenpoint,199,Entire home/apt
Brooklyn,Brighton Beach,69,Private room
Manhattan,Upper West Side,185,Entire home/apt
Manhattan,Harlem,81,Private room
Brooklyn,Greenpoint,199,Entire home/apt
Brooklyn,Greenpoint,199,Entire home/apt
Brooklyn,Greenpoint,199,Entire home/apt
Brooklyn,Greenpoint,199,Entire home/apt
Brooklyn,Greenpoint,199,Entire home/apt
Brooklyn,Greenpoint,349,Private room
Brooklyn,Greenpoint,249,Private room
Brooklyn,Greenpoint,299,Private room
Brooklyn,Greenpoint,179,Private room
Queens,Jackson Heights,54,Private room
Brooklyn,Greenpoint,599,Private room
Brooklyn,Clinton Hill,110,Entire home/apt
Brooklyn,Bushwick,220,Entire home/apt
Brooklyn,Williamsburg,89,Private room
Brooklyn,Bedford-Stuyvesant,170,Entire home/apt
Manhattan,Nolita,495,Entire home/apt
Queens,Sunnyside,80,Entire home/apt
Manhattan,Chelsea,760,Entire home/apt
Brooklyn,Cobble Hill,98,Private room
Brooklyn,Bedford-Stuyvesant,125,Entire home/apt
Brooklyn,Cypress Hills,48,Private room
Brooklyn,Williamsburg,64,Private room
Brooklyn,Clinton Hill,154,Entire home/apt
Brooklyn,Park Slope,139,Entire home/apt
Queens,St. Albans,75,Private room
Manhattan,West Village,325,Entire home/apt
Manhattan,Chelsea,195,Entire home/apt
Manhattan,Harlem,58,Private room
Staten Island,Arrochar,250,Entire home/apt
Staten Island,Arrochar,50,Private room
Staten Island,Arrochar,125,Entire home/apt
Brooklyn,Fort Greene,70,Entire home/apt
Manhattan,Upper East Side,189,Entire home/apt
Brooklyn,Bedford-Stuyvesant,130,Entire home/apt
Manhattan,West Village,145,Entire home/apt
Manhattan,Financial District,101,Private room
Manhattan,Chelsea,95,Private room
Manhattan,West Village,375,Entire home/apt
Manhattan,Lower East Side,153,Entire home/apt
Brooklyn,East Flatbush,92,Entire home/apt
Manhattan,Lower East Side,80,Private room
Manhattan,West Village,300,Entire home/apt
Brooklyn,Fort Greene,145,Entire home/apt
Manhattan,East Village,88,Private room
Manhattan,Harlem,155,Entire home/apt
Brooklyn,Williamsburg,185,Entire home/apt
Queens,Sunnyside,73,Private room
Manhattan,Upper West Side,225,Entire home/apt
Manhattan,Morningside Heights,85,Private room
Brooklyn,Crown Heights,99,Private room
Brooklyn,Cypress Hills,48,Private room
Manhattan,Theater District,200,Entire home/apt
Manhattan,Upper East Side,485,Entire home/apt
Manhattan,Nolita,310,Entire home/apt
Brooklyn,Williamsburg,110,Entire home/apt
Manhattan,Upper West Side,109,Entire home/apt
Manhattan,Upper West Side,167,Entire home/apt
Brooklyn,Fort Greene,147,Entire home/apt
Manhattan,Chelsea,220,Entire home/apt
Manhattan,Lower East Side,195,Entire home/apt
Manhattan,Little Italy,199,Entire home/apt
Manhattan,Financial District,65,Private room
Queens,Rego Park,55,Private room
Bronx,Wakefield,50,Private room
Brooklyn,Kensington,60,Private room
Manhattan,East Harlem,99,Private room
Manhattan,Harlem,130,Entire home/apt
Brooklyn,Williamsburg,290,Entire home/apt
Manhattan,Chelsea,350,Entire home/apt
Brooklyn,Crown Heights,50,Private room
Queens,Long Island City,96,Private room
Brooklyn,Bushwick,45,Private room
Queens,Woodside,85,Private room
Brooklyn,Bedford-Stuyvesant,34,Private room
Manhattan,East Village,250,Entire home/apt
Brooklyn,Williamsburg,190,Private room
Brooklyn,Williamsburg,75,Private room
Brooklyn,Prospect-Lefferts Gardens,93,Entire home/apt
Brooklyn,Bedford-Stuyvesant,60,Private room
Brooklyn,Bedford-Stuyvesant,65,Private room
Manhattan,Midtown,125,Entire home/apt
Manhattan,Upper East Side,300,Entire home/apt
Manhattan,Greenwich Village,150,Entire home/apt
Manhattan,Washington Heights,56,Entire home/apt
Manhattan,East Village,299,Entire home/apt
Brooklyn,Greenpoint,60,Private room
Brooklyn,Fort Greene,88,Entire home/apt
Brooklyn,Williamsburg,60,Private room
Manhattan,East Harlem,200,Private room
Manhattan,Harlem,99,Private room
Brooklyn,Bushwick,110,Entire home/apt
Brooklyn,Clinton Hill,135,Entire home/apt
Manhattan,Upper East Side,110,Entire home/apt
Brooklyn,Bedford-Stuyvesant,165,Entire home/apt
Brooklyn,Sunset Park,127,Entire home/apt
Brooklyn,Prospect Heights,402,Entire home/apt
Manhattan,Harlem,85,Private room
Brooklyn,Greenpoint,75,Private room
Manhattan,East Village,139,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,70,Entire home/apt
Manhattan,East Harlem,50,Private room
Queens,Astoria,30,Private room
Manhattan,West Village,250,Entire home/apt
Brooklyn,Crown Heights,64,Private room
Manhattan,Harlem,300,Entire home/apt
Brooklyn,Bedford-Stuyvesant,800,Entire home/apt
Brooklyn,Bedford-Stuyvesant,100,Entire home/apt
Brooklyn,Crown Heights,250,Entire home/apt
Manhattan,West Village,200,Entire home/apt
Brooklyn,Greenpoint,140,Entire home/apt
Manhattan,Harlem,130,Private room
Brooklyn,Kensington,90,Entire home/apt
Manhattan,Chinatown,90,Entire home/apt
Brooklyn,Bedford-Stuyvesant,97,Private room
Brooklyn,Gowanus,91,Entire home/apt
Brooklyn,Park Slope,125,Private room
Brooklyn,Cypress Hills,75,Private room
Manhattan,East Village,180,Entire home/apt
Brooklyn,Williamsburg,300,Entire home/apt
Brooklyn,Williamsburg,100,Entire home/apt
Manhattan,Hell's Kitchen,175,Entire home/apt
Brooklyn,South Slope,65,Private room
Manhattan,West Village,240,Entire home/apt
Manhattan,East Village,300,Private room
Manhattan,Chelsea,385,Entire home/apt
Brooklyn,Bushwick,47,Private room
Brooklyn,Crown Heights,110,Entire home/apt
Manhattan,Harlem,75,Private room
Brooklyn,Bedford-Stuyvesant,100,Entire home/apt
Manhattan,Hell's Kitchen,165,Entire home/apt
Brooklyn,Bedford-Stuyvesant,300,Entire home/apt
Brooklyn,Cobble Hill,140,Entire home/apt
Brooklyn,Williamsburg,120,Entire home/apt
Brooklyn,Fort Greene,175,Entire home/apt
Brooklyn,Carroll Gardens,275,Entire home/apt
Manhattan,East Village,179,Entire home/apt
Brooklyn,Carroll Gardens,189,Entire home/apt
Manhattan,East Village,219,Entire home/apt
Manhattan,West Village,450,Entire home/apt
Manhattan,SoHo,249,Entire home/apt
Queens,Long Island City,65,Private room
Brooklyn,Greenpoint,250,Entire home/apt
Manhattan,Chinatown,139,Entire home/apt
Manhattan,Upper West Side,209,Entire home/apt
Brooklyn,Crown Heights,120,Entire home/apt
Queens,Astoria,70,Entire home/apt
Manhattan,West Village,90,Private room
Manhattan,Hell's Kitchen,199,Entire home/apt
Brooklyn,Bushwick,50,Private room
Brooklyn,Crown Heights,100,Entire home/apt
Manhattan,Harlem,110,Entire home/apt
Brooklyn,Williamsburg,157,Entire home/apt
Brooklyn,Greenpoint,199,Entire home/apt
Queens,Astoria,192,Entire home/apt
Brooklyn,Greenpoint,199,Entire home/apt
Manhattan,Upper West Side,150,Entire home/apt
Brooklyn,Greenpoint,199,Entire home/apt
Brooklyn,Greenpoint,199,Entire home/apt
Brooklyn,Greenpoint,199,Entire home/apt
Brooklyn,Williamsburg,105,Entire home/apt
Brooklyn,Williamsburg,135,Private room
Brooklyn,Greenpoint,199,Entire home/apt
Brooklyn,Williamsburg,125,Private room
Brooklyn,Williamsburg,60,Private room
Brooklyn,Williamsburg,85,Entire home/apt
Manhattan,Upper West Side,300,Entire home/apt
Brooklyn,Williamsburg,75,Private room
Queens,Elmhurst,55,Private room
Brooklyn,Crown Heights,44,Private room
Brooklyn,Bedford-Stuyvesant,55,Private room
Brooklyn,Williamsburg,30,Private room
Brooklyn,Fort Greene,35,Private room
Brooklyn,Williamsburg,70,Private room
Brooklyn,Williamsburg,130,Entire home/apt
Brooklyn,Bedford-Stuyvesant,52,Private room
Brooklyn,Williamsburg,75,Private room
Manhattan,Upper East Side,190,Private room
Manhattan,SoHo,250,Entire home/apt
Brooklyn,East New York,100,Entire home/apt
Brooklyn,Greenpoint,130,Entire home/apt
Manhattan,Harlem,140,Private room
Brooklyn,Flatbush,75,Private room
Manhattan,East Harlem,150,Entire home/apt
Manhattan,East Harlem,90,Entire home/apt
Manhattan,Upper West Side,295,Entire home/apt
Manhattan,Upper West Side,150,Entire home/apt
Brooklyn,Williamsburg,180,Entire home/apt
Brooklyn,Fort Greene,135,Private room
Brooklyn,Bushwick,65,Private room
Manhattan,Upper West Side,99,Private room
Brooklyn,Greenpoint,149,Private room
Staten Island,Clifton,59,Private room
Manhattan,Harlem,75,Private room
Manhattan,Harlem,75,Private room
Brooklyn,Bedford-Stuyvesant,75,Private room
Manhattan,Upper West Side,109,Entire home/apt
Brooklyn,Crown Heights,225,Entire home/apt
Manhattan,East Harlem,86,Private room
Queens,Ridgewood,52,Private room
Brooklyn,Prospect Heights,100,Private room
Manhattan,Lower East Side,99,Entire home/apt
Manhattan,East Village,89,Private room
Brooklyn,Bedford-Stuyvesant,135,Entire home/apt
Manhattan,West Village,199,Entire home/apt
Brooklyn,Kensington,89,Entire home/apt
Manhattan,Harlem,110,Private room
Brooklyn,Bushwick,120,Entire home/apt
Brooklyn,Williamsburg,59,Private room
Brooklyn,Bay Ridge,49,Private room
Brooklyn,Greenpoint,79,Private room
Manhattan,Harlem,135,Entire home/apt
Brooklyn,South Slope,185,Entire home/apt
Brooklyn,Williamsburg,225,Entire home/apt
Manhattan,Gramercy,245,Entire home/apt
Manhattan,Washington Heights,115,Entire home/apt
Brooklyn,Williamsburg,325,Entire home/apt
Brooklyn,Williamsburg,95,Private room
Manhattan,West Village,120,Private room
Manhattan,Upper West Side,499,Entire home/apt
Brooklyn,Williamsburg,75,Private room
Manhattan,Upper East Side,109,Private room
Brooklyn,Williamsburg,160,Entire home/apt
Manhattan,Upper East Side,219,Entire home/apt
Manhattan,Upper East Side,159,Entire home/apt
Brooklyn,Clinton Hill,180,Private room
Manhattan,East Village,150,Entire home/apt
Manhattan,Kips Bay,106,Entire home/apt
Manhattan,Midtown,299,Entire home/apt
Manhattan,Upper West Side,179,Entire home/apt
Brooklyn,Crown Heights,165,Entire home/apt
Brooklyn,Flatbush,500,Entire home/apt
Manhattan,Chinatown,250,Entire home/apt
Manhattan,Inwood,87,Private room
Brooklyn,Williamsburg,79,Private room
Manhattan,Hell's Kitchen,75,Private room
Brooklyn,Williamsburg,200,Entire home/apt
Manhattan,Harlem,80,Private room
Brooklyn,East Flatbush,115,Entire home/apt
Brooklyn,East Flatbush,115,Entire home/apt
Brooklyn,East Flatbush,120,Entire home/apt
Manhattan,Harlem,125,Private room
Manhattan,Upper West Side,387,Entire home/apt
Manhattan,Hell's Kitchen,95,Private room
Manhattan,Upper West Side,99,Entire home/apt
Manhattan,Upper East Side,121,Entire home/apt
Manhattan,Hell's Kitchen,350,Entire home/apt
Manhattan,Harlem,75,Private room
Manhattan,Hell's Kitchen,95,Private room
Manhattan,Harlem,89,Private room
Manhattan,West Village,195,Private room
Manhattan,Flatiron District,160,Private room
Brooklyn,Sunset Park,70,Entire home/apt
Manhattan,Greenwich Village,100,Private room
Manhattan,Lower East Side,140,Entire home/apt
Manhattan,East Village,189,Entire home/apt
Brooklyn,Williamsburg,160,Private room
Brooklyn,Park Slope,178,Entire home/apt
Brooklyn,Crown Heights,145,Entire home/apt
Brooklyn,Park Slope,125,Entire home/apt
Manhattan,Chelsea,265,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,77,Private room
Manhattan,Upper East Side,60,Private room
Manhattan,Chinatown,129,Entire home/apt
Manhattan,East Village,199,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,92,Private room
Brooklyn,Crown Heights,185,Entire home/apt
Manhattan,Midtown,110,Entire home/apt
Brooklyn,Williamsburg,65,Private room
Manhattan,Midtown,135,Private room
Manhattan,Upper East Side,115,Shared room
Manhattan,Harlem,175,Private room
Brooklyn,Williamsburg,72,Private room
Brooklyn,Park Slope,80,Private room
Brooklyn,Crown Heights,125,Entire home/apt
Brooklyn,Greenpoint,120,Private room
Brooklyn,Williamsburg,94,Private room
Brooklyn,Prospect Heights,56,Private room
Manhattan,East Village,549,Entire home/apt
Brooklyn,Greenpoint,190,Entire home/apt
Brooklyn,Williamsburg,129,Private room
Brooklyn,Bedford-Stuyvesant,85,Entire home/apt
Staten Island,Graniteville,20,Private room
Manhattan,Upper West Side,145,Entire home/apt
Manhattan,Hell's Kitchen,200,Entire home/apt
Brooklyn,Park Slope,125,Entire home/apt
Brooklyn,Sheepshead Bay,50,Entire home/apt
Manhattan,Harlem,160,Private room
Manhattan,Harlem,180,Private room
Manhattan,Inwood,100,Private room
Brooklyn,Williamsburg,70,Private room
Bronx,Spuyten Duyvil,120,Entire home/apt
Staten Island,Stapleton,110,Private room
Manhattan,Upper East Side,105,Private room
Manhattan,Midtown,250,Entire home/apt
Manhattan,Kips Bay,74,Private room
Manhattan,Harlem,165,Entire home/apt
Manhattan,Washington Heights,99,Private room
Manhattan,Gramercy,125,Entire home/apt
Queens,Briarwood,75,Private room
Queens,Ozone Park,45,Shared room
Brooklyn,Columbia St,159,Entire home/apt
Brooklyn,Williamsburg,45,Private room
Manhattan,Hell's Kitchen,104,Private room
Manhattan,Financial District,225,Entire home/apt
Manhattan,Nolita,100,Private room
Brooklyn,Greenpoint,90,Private room
Queens,Briarwood,75,Private room
Manhattan,Flatiron District,350,Entire home/apt
Manhattan,Harlem,135,Entire home/apt
Manhattan,Upper West Side,125,Private room
Manhattan,East Village,225,Entire home/apt
Manhattan,Harlem,85,Private room
Manhattan,Upper East Side,200,Entire home/apt
Brooklyn,South Slope,250,Entire home/apt
Manhattan,Lower East Side,90,Private room
Brooklyn,Bushwick,130,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,90,Entire home/apt
Brooklyn,Carroll Gardens,298,Entire home/apt
Manhattan,Upper East Side,300,Entire home/apt
Manhattan,Harlem,125,Private room
Manhattan,East Harlem,125,Private room
Manhattan,Midtown,145,Private room
Manhattan,East Village,147,Entire home/apt
Brooklyn,Williamsburg,123,Private room
Brooklyn,Windsor Terrace,88,Entire home/apt
Queens,Long Island City,215,Entire home/apt
Manhattan,SoHo,225,Entire home/apt
Manhattan,Nolita,269,Entire home/apt
Brooklyn,Williamsburg,145,Entire home/apt
Brooklyn,Bushwick,75,Private room
Manhattan,Greenwich Village,145,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,229,Entire home/apt
Brooklyn,Boerum Hill,300,Entire home/apt
Manhattan,East Harlem,100,Private room
Brooklyn,Brighton Beach,75,Entire home/apt
Manhattan,Nolita,225,Entire home/apt
Brooklyn,Williamsburg,120,Private room
Brooklyn,Crown Heights,160,Entire home/apt
Brooklyn,Crown Heights,125,Entire home/apt
Brooklyn,Bedford-Stuyvesant,95,Entire home/apt
Brooklyn,Williamsburg,119,Private room
Manhattan,Midtown,275,Entire home/apt
Manhattan,Financial District,160,Entire home/apt
Brooklyn,Clinton Hill,500,Entire home/apt
Manhattan,East Village,175,Entire home/apt
Brooklyn,Greenpoint,87,Entire home/apt
Brooklyn,Park Slope,160,Entire home/apt
Manhattan,East Village,125,Private room
Brooklyn,Bedford-Stuyvesant,90,Entire home/apt
Manhattan,Lower East Side,200,Entire home/apt
Brooklyn,Bedford-Stuyvesant,250,Entire home/apt
Manhattan,Upper West Side,99,Private room
Manhattan,Hell's Kitchen,325,Entire home/apt
Manhattan,Hell's Kitchen,99,Private room
Manhattan,Midtown,325,Entire home/apt
Manhattan,West Village,129,Entire home/apt
Brooklyn,Crown Heights,130,Entire home/apt
Brooklyn,Vinegar Hill,190,Entire home/apt
Brooklyn,Crown Heights,55,Private room
Manhattan,Washington Heights,60,Private room
Manhattan,Upper West Side,250,Entire home/apt
Manhattan,Washington Heights,275,Entire home/apt
Queens,Long Island City,50,Private room
Brooklyn,Prospect Heights,125,Entire home/apt
Brooklyn,Clinton Hill,150,Entire home/apt
Brooklyn,East New York,70,Entire home/apt
Brooklyn,Gowanus,138,Entire home/apt
Manhattan,Financial District,265,Entire home/apt
Manhattan,Upper East Side,145,Private room
Manhattan,West Village,151,Entire home/apt
Manhattan,Financial District,208,Entire home/apt
Brooklyn,Williamsburg,200,Entire home/apt
Manhattan,East Village,110,Private room
Manhattan,Harlem,58,Private room
Manhattan,Harlem,55,Private room
Brooklyn,Park Slope,105,Entire home/apt
Manhattan,East Village,350,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,150,Entire home/apt
Brooklyn,Williamsburg,55,Private room
Brooklyn,Park Slope,299,Entire home/apt
Queens,Ridgewood,77,Entire home/apt
Manhattan,Chelsea,125,Entire home/apt
Manhattan,Upper West Side,395,Entire home/apt
Brooklyn,Bedford-Stuyvesant,189,Entire home/apt
Bronx,Mott Haven,49,Private room
Manhattan,Upper West Side,90,Entire home/apt
Manhattan,Kips Bay,100,Private room
Brooklyn,Williamsburg,299,Entire home/apt
Queens,Jackson Heights,75,Private room
Queens,Jackson Heights,69,Private room
Brooklyn,Williamsburg,90,Private room
Manhattan,Harlem,94,Private room
Brooklyn,Windsor Terrace,80,Private room
Bronx,Longwood,100,Entire home/apt
Brooklyn,Canarsie,39,Private room
Manhattan,Upper West Side,250,Entire home/apt
Brooklyn,Sunset Park,55,Private room
Brooklyn,Park Slope,110,Private room
Brooklyn,Kensington,200,Entire home/apt
Brooklyn,Windsor Terrace,142,Entire home/apt
Brooklyn,Clinton Hill,70,Private room
Brooklyn,Greenpoint,260,Entire home/apt
Manhattan,Lower East Side,225,Entire home/apt
Brooklyn,Bedford-Stuyvesant,59,Private room
Manhattan,Harlem,65,Private room
Manhattan,Inwood,99,Entire home/apt
Manhattan,East Village,239,Entire home/apt
Manhattan,Inwood,50,Entire home/apt
Manhattan,Harlem,65,Private room
Manhattan,Chelsea,139,Entire home/apt
Manhattan,West Village,174,Entire home/apt
Manhattan,West Village,315,Entire home/apt
Manhattan,Harlem,75,Private room
Manhattan,East Village,210,Entire home/apt
Brooklyn,Williamsburg,55,Private room
Brooklyn,Williamsburg,229,Entire home/apt
Manhattan,Upper East Side,150,Entire home/apt
Manhattan,Kips Bay,129,Entire home/apt
Manhattan,Harlem,100,Entire home/apt
Brooklyn,Williamsburg,200,Entire home/apt
Manhattan,Lower East Side,89,Private room
Brooklyn,Crown Heights,250,Entire home/apt
Brooklyn,Bedford-Stuyvesant,65,Private room
Brooklyn,Crown Heights,68,Entire home/apt
Brooklyn,Williamsburg,235,Entire home/apt
Brooklyn,Bedford-Stuyvesant,100,Entire home/apt
Manhattan,Lower East Side,311,Entire home/apt
Queens,Jamaica,39,Shared room
Manhattan,West Village,100,Private room
Manhattan,Lower East Side,210,Entire home/apt
Brooklyn,Crown Heights,55,Private room
Manhattan,Battery Park City,65,Private room
Brooklyn,Williamsburg,165,Entire home/apt
Manhattan,Morningside Heights,89,Private room
